county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Brewster,1,uocava,,false,GAP: no reachable HTML UOCAVA page (FPCA%20Application -> application/pdf; FPCA%20Application -> application/pdf),gap,,,,,
Briscoe,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Brooks,2,uocava,,false,GAP: no reachable HTML UOCAVA page (Absentee-FPCA-Ballot-by-Mail-I -> application/pdf),gap,,,,,
Brown,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Burleson,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Burnet,2,uocava,https://www.burnetcountytexas.org/1332/Military-Overseas-Voters,false,"found via ""Military / Overseas Voters"" score=24 terms=uocava_form+fvap+move_act+military_overseas_voter+citizen_abroad",ok,200,https://www.burnetcountytexas.org/1332/Military-Overseas-Voters,,,
Caldwell,2,uocava,https://www.co.caldwell.tx.us/page/Elections.Ballot%20By%20Mail,false,"found via ""Vote By Mail | Overseas Voters| Military"" score=38 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.co.caldwell.tx.us/page/Elections.Ballot%20By%20Mail,,,
Calhoun,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Callahan,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Cameron,2,uocava,https://www.cameroncountytx.gov/elections/index.php/military-overseas-2/,false,"found via ""Military & Overseas"" score=25 terms=uocava_form+military_overseas_voter",ok,200,https://www.cameroncountytx.gov/elections/index.php/military-overseas-2/,,,
Camp,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Carson,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Cass,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Castro,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Chambers,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Cherokee,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Childress,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Clay,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Cochran,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Coke,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Coleman,2,uocava,https://www.colemancounty.gov/page/Election.FPCA,true,"found via ""Federal Post Card Application"" score=18 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.colemancounty.gov/page/Election.FPCA,,,
Collin,1,uocava,,false,GAP: no reachable HTML UOCAVA page (details?news=a28fbd14-e56f-451 -> no UOCAVA content in prose),gap,,,,,
Collingsworth,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Colorado,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Comal,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Comanche,2,uocava,https://www.comanchecountytx.gov/250/Vote-by-Mail-and-MilitaryOverseas-Voters,false,"found via ""Vote by Mail and Military/Overseas Voter"" score=39 terms=uocava+uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.comanchecountytx.gov/250/Vote-by-Mail-and-MilitaryOverseas-Voters,,,
Concho,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Cooke,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Coryell,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Cottle,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Crane,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Crockett,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Crosby,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Culberson,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Dallam,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Dallas,1,uocava,https://www.dallascountyvotes.org/voters/military-overseas/,true,"found via ""Military & Overseas Voters"" score=37 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.dallascountyvotes.org/voters/military-overseas/,,,
Dawson,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
DeWitt,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Deaf Smith,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Delta,2,uocava,https://www.deltacountytx.com/elections/page/military-overseas-voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+move_act+military_overseas_voter+citizen_abroad",ok,200,https://www.deltacountytx.com/elections/page/military-overseas-voters,,,
Denton,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Dickens,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Dimmit,2,uocava,,false,GAP: no reachable HTML UOCAVA page (Military.pdf?t=202608311117320 -> 404),gap,,,,,
Donley,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Duval,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Eastland,2,uocava,https://www.eastlandcounty.gov/1301/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=military_overseas_voter",ok,200,https://www.eastlandcounty.gov/1301/Military-Overseas-Voters,,,
Ector,2,uocava,,false,GAP: no reachable HTML UOCAVA page (Federal-Write-In-Ballot-PDF -> application/pdf; Federal-Post-Card-Application- -> application/pdf; Submitting-an-ABBM-FPCA-PDF -> application/pdf),gap,,,,,
Edwards,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
El Paso,1,uocava,https://epcountyvotestx.gov/voter-information/fpca-military-and-overseas,true,"found via ""FPCA-Military & Overseas"" score=43 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://epcountyvotestx.gov/voter-information/fpca-military-and-overseas,,,
Ellis,2,uocava,,false,"GAP: no reachable HTML UOCAVA page (Calendar.aspx?EID=7830 -> dated notice, not a standing page)",gap,,,,,
Erath,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Falls,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Fannin,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Fayette,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Fisher,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Floyd,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Foard,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Fort Bend,2,uocava,https://www.fortbendcountytx.gov/government/departments/elections-voter-registration/vote-by/military-and-overseas-voters,false,"found via ""Military and Overseas Voters"" score=39 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.fortbendcountytx.gov/government/departments/elections-voter-registration/vote-by/military-and-overseas-voters,,,
Franklin,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Freestone,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Frio,2,uocava,,false,GAP: no reachable HTML UOCAVA page (military-vote-coalition -> another county's site),gap,,,,,
Gaines,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Galveston,1,uocava,https://galvestonvotes.org/voter-information/military-and-overseas-voters/,true,"found via ""Military and Overseas Voters"" score=37 terms=military_overseas_voter",ok,200,https://galvestonvotes.org/voter-information/military-and-overseas-voters/,,,
Garza,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Gillespie,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Glasscock,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Goliad,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Gonzales,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Gray,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Grayson,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Gregg,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Grimes,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Guadalupe,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hale,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hall,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hamilton,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hansford,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hardeman,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hardin,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Harris,1,uocava,,false,GAP: no reachable HTML UOCAVA page (HelpDesk -> no UOCAVA content in prose),gap,,,,,
Harrison,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hartley,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Haskell,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hays,2,uocava,https://www.hayscountytx.gov/253/Ballot-by-Mail-Absentee-Military-and-Ove,false,"found via ""Ballot by Mail, Absentee, Military, and "" score=24 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad [after 1 rejected]",ok,200,https://www.hayscountytx.gov/253/Ballot-by-Mail-Absentee-Military-and-Ove,,,
Hemphill,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Henderson,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hidalgo,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hill,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hockley,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hood,2,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hopkins,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Houston,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Howard,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hudspeth,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hunt,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hutchinson,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Irion,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Jack,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Jackson,3,uocava,,false,GAP: no reachable HTML UOCAVA page (activ_uoc.php -> another county's site; chapter203&edition=prelim -> another county's site),gap,,,,,
Jasper,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Jeff Davis,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Jefferson,3,uocava,https://www.jeffcotxvotes.gov/elections/voters/fpca/,true,"found via ""FPCA"" score=11 terms=uocava_form (weak match — review)",ok,200,https://www.jeffcotxvotes.gov/elections/voters/fpca/,,,weak-score
Jim Hogg,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Jim Wells,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Johnson,3,uocava,https://www.johnsoncountytx.org/departments/elections-office/military-overseas-citizens-vote-by-mail,false,"found via ""Military/Overseas Citizens Vote by Mail"" score=36 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.johnsoncountytx.org/departments/elections-office/military-overseas-citizens-vote-by-mail,,,
Jones,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Karnes,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Kaufman,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Kendall,3,uocava,https://www.kendallcountytx.gov/217/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava_form+fvap+move_act+military_overseas_voter+citizen_abroad",ok,200,https://www.kendallcountytx.gov/217/Military-Overseas-Voters,,,
Kenedy,1,uocava,https://kenedycountyelections.com/military-overseas/,true,"found via ""Military & Overseas Voters"" score=37 terms=uocava_form+military_overseas_voter",ok,200,https://kenedycountyelections.com/military-overseas/,,,
Kent,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Kerr,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Kimble,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
King,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Kinney,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Kleberg,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Knox,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
La Salle,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lamar,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lamb,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lampasas,3,uocava,https://www.co.lampasas.tx.us/page/FPCA%20Military%20and%20Oversea%20Voters,false,"found via ""How Do I Vote if I am Military or Overse"" score=16 terms=uocava_form+fvap+move_act+military_overseas_voter+citizen_abroad",ok,200,https://www.co.lampasas.tx.us/page/FPCA%20Military%20and%20Oversea%20Voters,,,
Lavaca,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lee,3,uocava,,false,GAP: no reachable HTML UOCAVA page (military-vote-coalition -> another county's site),gap,,,,,
Leon,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Liberty,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Limestone,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lipscomb,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Live Oak,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Llano,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Loving,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lubbock,1,uocava,https://votelubbock.gov/voting-information/military-overseas/,true,"found via ""Military and Overseas Voters"" score=37 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://votelubbock.gov/voting-information/military-overseas/,,,
Lynn,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Madison,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Marion,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Martin,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Mason,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Matagorda,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Maverick,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
McCulloch,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
McLennan,3,uocava,https://www.mclennan.gov/1195/Military-and-Overseas-Voters-FPCAs,false,"found via ""Military and Overseas Voters (FPCAs)"" score=52 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.mclennan.gov/1195/Military-and-Overseas-Voters-FPCAs,,,
McMullen,3,uocava,,false,GAP: could not crawl — homepage blocked/unreachable (HTTP 403),gap,,,,,
Medina,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Menard,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Midland,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Milam,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Mills,3,uocava,,false,GAP: no reachable HTML UOCAVA page (voting-military-service-member -> another county's site),gap,,,,,
Mitchell,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Montague,3,uocava,https://www.co.montague.tx.us/page/montague.SpecialVoters,false,"found via ""Special Needs, Military/Overseas, Studen"" score=25 terms=military_overseas_voter",ok,200,https://www.co.montague.tx.us/page/montague.SpecialVoters,,,
Montgomery,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Moore,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Morris,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Motley,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Nacogdoches,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Navarro,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Newton,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Nolan,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Nueces,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Ochiltree,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Oldham,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Orange,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Palo Pinto,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Panola,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Parker,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Parmer,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Pecos,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Polk,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Potter,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Presidio,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Rains,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Randall,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Reagan,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Real,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Red River,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Reeves,3,uocava,,false,GAP: no reachable HTML UOCAVA page (638412741027870000 -> application/pdf),gap,,,,,
Refugio,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Roberts,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Robertson,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Rockwall,3,uocava,https://www.rockwallvotes.com/voter-information/ballot-by-mail/,true,"found via ""Ballot by Mail/FPCA"" score=11 terms=uocava_form+military_overseas_voter (weak match — review)",ok,200,https://www.rockwallvotes.com/voter-information/ballot-by-mail/,,,weak-score
Runnels,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Rusk,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Sabine,3,uocava,https://www.co.sabine.tx.us/page/sabine.Elections%20FPCA,false,"found via ""FPCA Military & Overseas"" score=38 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.co.sabine.tx.us/page/sabine.Elections%20FPCA,,,
San Augustine,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
San Jacinto,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
San Patricio,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
San Saba,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Schleicher,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Scurry,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Shackelford,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Shelby,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Sherman,3,uocava,,false,GAP: no reachable HTML UOCAVA page (activ_uoc.php -> another county's site; chapter203&edition=prelim -> another county's site),gap,,,,,
Smith,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Somervell,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Starr,3,uocava,,false,GAP: no reachable HTML UOCAVA page (HelpDesk -> another county's site),gap,,,,,
Stephens,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Sterling,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Stonewall,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Sutton,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Swisher,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Tarrant,1,uocava,https://www.tarrantcountytx.gov/en/elections/military-and-overseas-voting.html,false,"found via ""Military and Overseas Voting"" score=25 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.tarrantcountytx.gov/en/elections/military-and-overseas-voting.html,,,
Taylor,3,uocava,,false,GAP: no reachable HTML UOCAVA page (4832 -> application/pdf),gap,,,,,
Terrell,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Terry,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Throckmorton,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Titus,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Tom Green,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Travis,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Trinity,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Tyler,3,uocava,,false,GAP: no reachable HTML UOCAVA page (military-service-records -> another county's site),gap,,,,,
Upshur,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Upton,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Uvalde,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Val Verde,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Van Zandt,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Victoria,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Walker,3,uocava,,false,GAP: no reachable HTML UOCAVA page (center.egov?view=item;id=3933 -> application/pdf),gap,,,,,
Waller,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Ward,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Washington,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Webb,1,uocava,https://www.webbcountytx.gov/702/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.webbcountytx.gov/702/Military-Overseas-Voters,,,
Wharton,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Wheeler,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Wichita,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Wilbarger,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Willacy,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Williamson,1,uocava,https://www.wilcotx.gov/598/FPCA-Military-Overseas,false,"found via ""FPCA Military & Overseas"" score=38 terms=uocava_form+fvap+military_overseas_voter",ok,200,https://www.wilcotx.gov/598/FPCA-Military-Overseas,,,
Wilson,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Winkler,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Wise,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Wood,3,uocava,https://elections.mywoodcounty.com/voter-information/military-and-overseas-voters/,false,"found via ""Military and Overseas Voters"" score=39 terms=military_overseas_voter",ok,200,https://elections.mywoodcounty.com/voter-information/military-and-overseas-voters/,,,
Yoakum,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Young,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Zapata,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Zavala,3,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
